hsn_code,hsn_code_4_digits,details,gst_rate
0704.00.00,704,"Cabbages, cauliflower, kohlrabi, kale and similar edible brassicas, fresh or chilled",0
0704.10.00,704,"Cauliflower and headed broccoli (brassica oleracea, var botrytis)",0
0704.20.00,704,Brussels sprouts,0
0704.90.00,704,"Other (including sprouting broccoli, (brassica oleracea var italica), cabbage, broccoli",0
0705.00.00,705,"Lettuce (Lactucasativa) and chicory (cichorium spp.), fresh or chilled",0
0705.11.00,705,Head lettuce (cabbage lettuce),0
0705.21.00,705,Witloof chicory (cichorium intybus var foliosum),0
0706.00.00,706,"Carrots, turnips, salad beetroot, salsify,
celeriac, radishes and similar eidble roots, fresh or chilled",0
0706.10.00,706,Carrots and turnips,0
0706.90.10,706,Horse radish fresh or chilled,0
0706.90.20,706,Other radish fresh or chilled,0
0706.90.30,706,Salad beetroot fresh or chilled,0
0706.90.90,706,"Carrots, turnips & other edible roots, fresh or chill: Other",0
0707.00.00,707,"Cucumbers and gherkins, fresh or chilled",0
0708.00.00,708,"Leguminous vegetables, shelled or unshelled, fresh or chilled",0
0708.10.00,708,"Peas (pisum sativum) shelled or unshelled, fresh or chilled",0
0708.20.00,708,"Beans (vigna spp, phaseolus spp) shelled or unshelled, fresh or chilled",0
0708.90.00,708,"Other leguminous vegetables shelled or unshelled, fresh or chilled",0
0709.00.00,709,"Other vegitables, fresh or chilled",0
0709.10.00,709,Globe artichokes fresh or chilled,0
0709.20.00,709,Asparagus fresh or chilled,0
0709.30.00,709,Eggplants (aubergines) fresh or chilled,0
0709.40.00,709,Celery other than celeriac fresh or chilled,0
0709.51.00,709,Mushrooms of the genus agaricus,0
0709.52.00,709,Truffles,0
0709.59.00,709,Other mushrooms,0
0709.60.00,709,"Fruits of the genus capsicum (peppers) or of the genus pimenta (eg, allspice)",0
0709.60.10,709,Green Chilly of the genus capsicum or of the genus pimenta,0
0709.60.90,709,Other Capsicum,0
0709.70.00,709,"Spinach, new zealand spinach and orache spinach (garden spinach)",0
0709.90.10,709,Olives,0
0709.90.20,709,Curry Banana (Plantain),0
0709.90.30,709,Pumpkins,0
0709.90.40,709,Green Pepper,0
0709.90.50,709,Mixed vegetables,0
0700.00.00,700,"Herb, bark, dry plant, dry root, commonly known as jari booti and dry flower",5
0710.00.00,710,"Vegetables (uncooked or cooked by steaming or boiling in water), frozen",5
0710.10.00,710,Potatoes uncooked or cooked by steaming or boiling in water,5
0710.21.00,710,"Peas (pisum sativum) shelled or unshelled, fresh or chilled",5
0710.22.00,710,"Beans (vigna spp, phaseolus spp) shelled or unshelled, fresh or chilled",5
0710.29.00,710,"Other leguminous vegetables (uncooked, cooked by steaming or boiling in)",5
0710.30.00,710,"Spinach, new zealand spinach and orache spinach(garden spinach)",5
0710.40.00,710,Sweet corn,5
0710.80.00,710,Other vegetables un cooked or cooked by steaming or boiling in water,5
0710.80.10,710,Terragon un cooked or cooked by steaming or boiling in water,5
0711.00.00,711,"Vegetables provisionally preserved (for example, by sulphur dioxide gas, in brine, insulphur water or in other preservative solution), but unsuitable in that state for
immediate consumption",5
0711.10.00,711,Onions provisionally preserved,5
0711.20.00,711,Olives provisionally preserved,5
0711.30.00,711,Capers provisionally preserved,5
0711.40.00,711,Cucumbers and gherkins provisionally preserved,5
0711.51.00,711,Mushrooms of the genus agaricus provisionally preserved,5
0711.90.10,711,Green pepper in brine provisionally preserved,5
0711.90.20,711,Assorted canned vegetables provisionally preserved,5
0712.00.00,712,"Dried vegetables, whole, cut, sliced, broken or in powder, but not further prepared",0
0712.10.00,712,Potatoes whether or not cut or sliced but not further prepared,0
0712.20.00,712,Onions: powder or flour,0
0712.30.00,712,Mushrooms and truffles,0
0712.31.00,712,Mushrooms of the genus agaricus,0
0712.32.00,712,Wood ears (Auricularia spp.),0
0712.33.00,712,Jelly fungi (tremella spp.),0
0712.90.00,712,"Other vegetables; mixtures of vegetables: garlic: powder or flour sweet corn seeds of a kind used for sowing other vegetables;
mixtures of vegetables",0
0712.90.10,712,"Asparagus, dried",0
0712.90.20,712,Dehydrated garlic powder,0
0712.90.30,712,Dehydrated garlic flakes,0
0712.90.40,712,Dried Garlic,0
0712.90.50,712,"Marjoram, oregano",0
0712.90.60,712,Potatoes powder or flour,0
0713.00.00,713,"Dried leguminous vegetables, shelled, whether or not skinned or split",0
0713.00.00,713,"Leguminous vegetables, dried shelled",0
0713.10.00,713,"Peas (pisum sativum): seeds of a kind used
for sowing split peas, green peas, yellow peas, austrian winter peas",0
0713.20.00,713,"Chickpeas (garbanzos), seeds of a kind used for sowing, beans (vigna spp, phaseolus spp):",0
0713.31.00,713,"Beans of the species vigna mungo (l) hepper
or vigna radiata (l) wilczek: seeds of a kind used for sowing",0
0713.32.00,713,"Small red (adzuki) beans (phaseolus or vigna angularis),seeds of a kind used for sowing",0
0713.33.00,713,"Kidney beans, including white pea beans(phaseolus vulgaris): seeds of a kind used for sowing, navy or pea beans, dark red kidney beans, light red kidney beans",0
0713.39.00,713,"Seeds of a kind used for sowing, cowpeas, black beans, great northern beans, baby lima beans other lima beans, pinto beans, other
white beans",0
0713.40.00,713,Lentils: seeds of a kind used for sowing,0
0713.50.00,713,Broad beans (vicia faba var major) and horse beans (vicia faba var equina and vicia faba var minor):seeds of a kind used for sowing,0
0713.90.00,713,Seeds of a kind used for sowing,0
0714.00.00,714,"Manioc arrowroot, salep, Jerusalem, artichokes, sweet potatoes and similar roots and tubers with high starch or inulin content,
fresh or chilled; sago pith",0
0714.00.00,714,"Manioc arrowroot, salep, Jerusalem, artichokes, sweet potatoes and similar roots and tubers with high starch or inulin content, frozen or dried, whether or not sliced or in the
form of pellets.",5
0714.10.00,714,"Cassava (manioc) Tapioca, dried fresh or chilled",0
0714.20.00,714,Sweet potatoes fresh or chilled,0
0714.90.00,714,Other roots and tubers with high starch or inulin content; sago pith,0
0801.00.00,801,"Brazil nuts & cashew nuts, fresh or dried, whether or not shelled or peeled.",12
0801.00.00,801,"Coconuts fresh or dried, whether or not shelled or peeled.",0
0801.10.00,801,Coconuts,0
0801.11.00,801,Dessicated coconut,0
0801.19.90,801,Other coconut products,0
0801.20.00,801,Brazil nuts,12
0801.21.00,801,Brazil nuts in shell,12
0801.22.00,801,Brazil nuts shelled,12
0801.31.00,801,Raw cashew,12
0802.00.00,802,"Other nuts, fresh such as Almonds, Hazelnuts
or filberts (Coryius spp.) walnuts Chestnuts (Castabea spp.)",0
0802.00.00,802,"Other nuts, dried whether or not shelled or peeled such as Almonds, Hazelnuts or filberts (Coryius spp.) walnuts Chestnuts (Castabea spp.), Pistachios, Macadamia Nuts, Kola nuts (Cola spp.), other than areca nuts",12
0802.00.00,802,"Dried areca nuts, whether or not shelled or peeled",5
0802.11.00,802,Almond (in shell; fresh ),0
0802.11.00,802,Almond (in shell; dried),12
0802.21.00,802,"Hazelnuts, filberts (in shell; fresh )",0
0802.21.00,802,"Hazelnuts, filberts (in shell; dried)",12
0802.31.00,802,Walnuts in shell - fresh,0
0802.31.00,802,Walnet in shell - dried,12
0802.40.00,802,"Chestnuts, castanea spp (shelled or not; fresh
)",0
0802.40.00,802,"Chestnuts, castanea spp (shelled or not; dried)",12
0802.50.00,802,Pistachios (shelled or not) - fresh,0
0802.50.00,802,Pistachios (shelled or not) - dried,12
0802.60.00,802,Macadamia (shelled or not; fresh),0
0802.60.00,802,Macadamia (shelled or not; dried),12
0802.90.11,802,Arecanut/Betel nut dried,5
0803.00.00,803,"Bananas including plantains, fresh or dried",0
0804.00.00,804,"Dates, figs, pineapples, avocados, guavas, mangoes, and mangosteens, fresh",0
0804.00.00,804,"Dates, figs, pineapples, avocados, guavas, mangoes, and mangosteens, dried",12
0804.10.00,804,Dates - fresh,0
0804.10.20,804,Soft / wet dates,0
0804.10.30,804,Hard dates (dry dates),12
0804.20.00,804,Figs,0
0804.20.90,804,Dried Figs,12
0804.30.00,804,Pineapples - fresh,0
0804.30.00,804,Pineapples - dried,12
0804.40.00,804,Avocados - fresh,0
0804.40.00,804,Avocados - dried,12
0804.50.00,804,"Guavas, mangoes and mangosteens - fresh",0
0804.50.00,804,"Guavas, mangoes and mangosteens - dried",12
0804.50.30,804,"Mangoes, sliced dried",12
0805.00.00,805,"Citrus fruit, such as Oranges, Mandarins (including tangerines and satsumas); clementines, wilkings and similar citrus hybrids, grapefruit including pemelos, Lemons (Citrus limon, citurs limonum) and limes (citrus aurantifolia, citurs latifolia), fresh",0
0805.10.00,805,Oranges fresh,0
0805.12.00,805,Temple oranges - fresh,0
0805.20.00,805,"Mandarins (including tangerines and satsumas);clementines, wilkings and similar
citrus hybrids:",0
0805.22.00,805,Tangerines - fresh,0
0805.40.00,805,Grapefruit including pemelos,0
0805.50.00,805,"Lemons (citrus limon, citrus limonum) and limes(citrus aurantifolia), lemons , limes",0
0805.90.00,805,Other citrus fruit (fresh ),0
0806.00.00,806,"Grapes, fresh",0
0806.00.00,806,"Grapes, dried, and raisins",12
0806.10.00,806,Fresh grapes,0
0806.20.00,806,Dried (including raisins),12
0806.20.10,806,Dried grapes (Raisins),12
0807.00.00,807,"Melons (including watermelons) and papayas, fresh",0
0807.10.00,807,"Melons (including watermelons), cantaloupes, watermelons (Other melons)",0
0807.20.00,807,Papayas (papaws),0
0808.00.00,808,"Apples, pears and quinces, fresh",0
0808.10.00,808,Fresh Apples,0
0808.20.00,808,Fresh Pears and quinces,0
0809.00.00,809,"Apricots, cherries, peaches (including nectarines), plums & sloes, fresh",0
0809.10.00,809,Apricots - Fresh,0
0809.20.00,809,Cherries - Fresh,0
0809.22.00,809,Sweet varieties fresh,0
0809.24.00,809,Tart varieties fresh,0
0809.30.00,809,"Peaches, including nectarines fresh",0
0809.40.00,809,Plums (including prune plums) and sloes fresh,0
0810.00.00,810,"Other fruit scuh as strawberries, rasberries, blackberries, mulberries, black, white or red currants and gooseberries cranberries, bilberries and other fruits of the genus vaccinium, kiwi fruit, Durians, Persimmons, Pomegranates, Tamarind, Sapota (Chico),",0
0810.10.00,810,Strawberries,0
0810.20.00,810,"Raspberries, blackberries, mulberries and loganberries",0
0810.30.00,810,"Black, white or red currants and gooseberries (other than kiwi fruit)",0
0810.40.00,810,"Cranberries, blueberries and other fruits of the genus vaccinium: blueberries",0
0810.50.00,810,Kiwifruit,0
0810.60.00,810,Durians,0
0810.90.10,810,Pomegranates,0
0811.00.00,811,"Fruit and nuts, uncooked or cooked by steaming or boiling in water, frozen, whether or not containing added sugar or other
sweetening matter.",5
0811.10.00,811,Strawberries,5
0811.10.10,811,Strawberries contained added sugar,5
0811.10.20,811,Straberries not sontained added sugar,5
0811.20.00,811,"Raspberries, blackberries, mulberries,
loganberries, black, white or red currants andgooseberries (other than kiwi fruit)",5
0811.20.10,811,"Raspberries, blackberries, mulberries, loganberries, black, white or red currants andgooseberries (other than kiwi fruit)
contained added sugar",5
0811.20.20,811,"Raspberries, blackberries, mulberries, loganberries, black, white or red currants andgooseberries (other than kiwi fruit) not
sontained added sugar",5
0811.90.00,811,"Wild, cultivated cherries: sweet varieties, tart varieties",5
0811.90.10,811,"Wild, cultivated cherries: sweet varieties, tart varieties - Contained added sugar",5
0811.90.90,811,"Wild, cultivated cherries: sweet varieties, tart varieties - not sontained added sugar",5
0812.10.00,812,"Fruit and nuts, provisionally preserved (for example, by sulphur dioxide gas, in brine, in sulphur water or in other preservative solutions), but unsuitable in that state for
immediate consumption.",5
0812.90.00,812,Mango slices in brine,5
0812.90.00,812,Other fruit and nuts (provisionally preserved by preservative solution),5
0813.00.00,813,"Fruit, dried, other than that of Heading 801 to
0806; mistures of nuts or dried fruits of Chapter 8",12
0813.10.00,813,"Apricots, prunes",12
0813.20.00,813,Dried prunes,12
0813.30.00,813,Apples,12
0813.40.00,813,Other fruit: wild blueberries,12
0813.40.20,813,Singoda whole (Water nut),12
0813.40.90,813,Otherdried fruits,12
0813.50.00,813,Mixtures of nuts or dried fruits of Chapter 8,12
0813.52.00,813,Mixtures of nuts or dried fruits  - Containing only fruit,12
0813.54.00,813,Mixtures of nuts or dried fruits  - Containing only nuts,12
0814.00.00,814,"Peel of citrus fruit or melon including watermelons), fresh",0
0814.00.00,814,"Peel of citrus fruit or melons (including watermelons), frozen, dried or provisionally preserved in brine, in sulfur water or in other
preservative solutions",5
0901.00.00,901,Coffee beans - not roasted,0
0901.00.00,901,"Coffee, whether or not roasted or decaffeinated; coffee husks and skins; coffee substitutes containing coffee in any proportion, other than coffee beans not
roasted.",5
0901.11.00,901,"Coffee (not roasted, not decaffeinated)",5
0901.12.00,901,"Coffee (not roasted, decaffeinated)",5
0901.21.00,901,"Coffee (roasted, not decaffeinated)",5
0901.22.00,901,"Coffee (roasted, decaffeinated)",5
0901.30.00,901,Coffee husks and skins,5
0901.40.00,901,Coffee substitutes containing coffee,5
0902.00.00,902,Unprocessed green leaves of tea,0
0902.00.00,902,"Tea, whether or not flavoured, other than unporcessed green leaves of tea",5
0902.10.00,902,Green tea (not fermented) in immediate packings of a content not exceeding 3 (661 lb),5
0902.20.00,902,Other green tea (not fermented),5
0902.20.10,902,Green tea in packets with contents exceeding 3 Kg but not excedding 20 Kg,5
0902.20.20,902,Green Tea in bulk,5
0902.20.30,902,"Green tea agglomerated in forms such as ball, brick and tables",5
0902.20.40,902,Green tea waste,5
0902.30.00,902,"Black tea (fermented) and partly fermented
tea, in immediate packings of a content not exceeding 3(661 lb)",5
0902.40.00,902,Other black tea (fermented) and other partly fermented tea,5
0903.00.00,903,Mate,5
0904.00.00,904,"Pepper of genus piper, dried or crushed or
ground fruits of the genus Capsicum or  of the genus pimenta",5
0904.11.00,904,Pepper neither crushed nor ground,5
0904.11.10,904,"Pepper, long",5
0904.11.20,904,Light black pepper,5
0904.11.30,904,"Black pepper, grabled",5
0904.11.40,904,Black pepper ungarbled,5
0904.11.50,904,"Green pepper, dehydrated",5
0904.11.60,904,Pepper pinheads,5
0904.11.70,904,"Green pepper, frozen or dried",5
0904.11.80,904,"Pepper other than green, forzen",5
0904.12.00,904,Pepper - Crushed or ground,5
0904.20.00,904,"Fruits of the genus capsicum (peppers) or of the genus pimenta (eg, allspice), dried or
crushed or ground",5
0904.20.10,904,Dried chillies,5
0904.20.20,904,Chilly powder,5
0904.20.30,904,Fruits of the genus capsicum,5
0904.20.40,904,Chilly seed,5
0904.20.50,904,Jamaica pepper,5
0905.00.00,905,Vanilla,5
0905.00.10,905,Vanilla beans,5
0905.00.20,905,Vanilla powder,5
0906.00.00,906,Cinnamon and cinnamon-tree flowers,5
0906.11.00,906,Cinnamon (Cinnamomum zeylanicum Blume) Neither crushed nor ground,5
0906.11.10,906,Cinnamon bark Neither crushed nor ground,5
0906.11.20,906,Cinnamon tree flowers Neither crushed nor ground,5
0906.20.00,906,Cinnamon Crushed or ground,5
0907.00.00,907,"Cloves (whole fruit, cloves and stems)",5
0907.00.10,907,"Cloves (whole fruit, cloves and stems) , extracted",5
